customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,date_of_birth,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,cust_rank,cust_value,age,age_group
300,Daisy,Pollen,Female,97,8/9/1993,CostNullAccountant,Financial Services,Mass Customer,No,No,7,61825 Debs Terrace,3167,Victoria,Australia,9,302,1.03,30,Adult
301,Emelen,Bidnall,Male,79,8/5/1981,SystemsNullAdministratorNullIV,Health,Affluent Customer,No,Yes,11,11 Oak Terrace,2026,New South Wales,Australia,12,302,1.03,42,Adult
302,Linette,Boman,Female,56,5/20/1949,AccountNullExecutive,n/a,Affluent Customer,No,No,11,7 Michigan Hill,2076,New South Wales,Australia,11,304,1.025,74,Senior
303,Manya,Abramovici,Female,42,7/17/1955,QualityNullEngineer,Financial Services,High Net Worth,No,Yes,13,8 Randy Park,4214,Queensland,Australia,8,304,1.025,68,Senior
304,Brynna,Tivers,Female,81,8/9/1974,RecruitingNullManager,Financial Services,Mass Customer,No,No,6,0 Mayfield Parkway,4272,Queensland,Australia,7,304,1.025,49,Adult
305,Art,Carolan,Male,1,11/9/1954,MarketingNullManager,n/a,Affluent Customer,No,Yes,11,57903 Hanson Parkway,2570,New South Wales,Australia,9,304,1.025,69,Senior
306,Alfi,Sabbins,Female,63,6/12/1959,,Financial Services,High Net Worth,No,Yes,18,763 Ridgeway Place,2344,New South Wales,Australia,3,304,1.025,64,Senior
307,Loleta,Aberdalgy,Female,45,2/15/1981,OccupationalNullTherapist,Health,Mass Customer,No,No,11,99 Westend Court,2287,New South Wales,Australia,6,304,1.025,42,Adult
308,Aldric,Birney,Male,21,8/19/1971,,Manufacturing,Mass Customer,No,Yes,14,5 Caliangt Center,2546,New South Wales,Australia,6,310,1.02266,52,Senior
309,Natividad,Balducci,Female,39,2/7/1991,,Property,High Net Worth,No,Yes,10,4472 Washington Junction,3206,Victoria,Australia,11,310,1.02266,32,Adult
310,Claudine,Dymick,Female,28,12/13/1965,DesignNullEngineer,Health,Mass Customer,No,No,5,31675 Corry Way,3977,Victoria,Australia,5,312,1.02,58,Senior
311,Seamus,Cains,Male,61,12/15/1989,Teacher,Manufacturing,High Net Worth,No,No,7,4882 Dakota Center,2305,New South Wales,Australia,8,312,1.02,34,Adult
312,Guss,Karim,Male,95,11/24/1968,SeniorNullSalesNullAssociate,Manufacturing,Mass Customer,No,No,7,4 Warner Circle,2227,New South Wales,Australia,11,312,1.02,55,Senior
313,Julietta,Setchfield,Female,73,1/31/1992,Operator,n/a,High Net Worth,No,Yes,3,4 Manufacturers Crossing,4170,Queensland,Australia,8,312,1.02,31,Adult
314,Roch,Symson,Female,96,5/13/1978,OfficeNullAssistantNullI,Manufacturing,High Net Worth,No,No,18,016 Westport Park,3073,Victoria,Australia,9,312,1.02,45,Adult
315,Audry,Fann,Female,3,10/17/1957,Pharmacist,Health,Mass Customer,No,Yes,15,19 Debs Parkway,3029,Victoria,Australia,6,312,1.02,66,Senior
316,Cecelia,Cisar,Female,20,3/26/1985,,Property,Mass Customer,No,Yes,15,665 Sachs Way,4212,Queensland,Australia,7,312,1.02,38,Adult
317,Clari,Voas,Female,74,7/28/1955,HumanNullResourcesNullAssistantNullII,Health,Affluent Customer,No,Yes,14,4110 Mifflin Center,2127,New South Wales,Australia,8,312,1.02,68,Senior
318,Zach,Hedman,Male,87,9/11/1981,AnalystNullProgrammer,Financial Services,Affluent Customer,No,Yes,4,62 Spaight Center,2566,New South Wales,Australia,9,320,1.01562,42,Adult
319,Paxon,Roomes,Male,78,11/6/1976,InformationNullSystemsNullManager,n/a,High Net Worth,No,Yes,7,3 Express Lane,3021,Victoria,Australia,7,320,1.01562,47,Adult
320,Parnell,Lamprey,Male,23,4/8/1977,EngineerNullIII,Financial Services,High Net Worth,No,No,12,7353 Mallard Junction,2165,New South Wales,Australia,6,322,1.0125,46,Adult
321,Honey,Gosdin,Female,0,11/29/1981,SoftwareNullEngineerNullI,Property,Mass Customer,No,No,17,066 Warner Trail,2582,New South Wales,Australia,9,322,1.0125,42,Adult
322,Sonny,McCart,Male,35,8/27/1992,AccountNullRepresentativeNullI,Manufacturing,High Net Worth,No,No,9,52752 Barby Hill,3020,Victoria,Australia,9,324,1.01,31,Adult
323,Deirdre,Burgoine,Female,14,1/8/1955,ProgrammerNullIII,Health,High Net Worth,No,No,7,0 Stoughton Park,3000,Victoria,Australia,1,326,1.00937,68,Senior
324,Haleigh,,Female,17,5/19/1952,SeniorNullSalesNullAssociate,Financial Services,Mass Customer,No,Yes,18,49 Jana Point,4503,Queensland,Australia,4,326,1.00937,71,Senior
325,Aldridge,Poskitt,Male,84,2/10/1982,VPNullSales,n/a,Mass Customer,No,No,12,7 Fordem Point,4161,Queensland,Australia,5,326,1.00937,41,Adult
326,Zechariah,McReidy,Male,32,7/22/1978,TechnicalNullWriter,Manufacturing,High Net Worth,No,No,21,797 Westend Street,4207,Queensland,Australia,6,329,1,45,Adult
327,Carry,Costi,Female,32,11/26/1972,SeniorNullDeveloper,Property,Mass Customer,No,No,11,5316 Farwell Hill,2800,New South Wales,Australia,4,329,1,51,Senior
328,Alon,,Male,17,6/23/1999,AccountantNullIV,n/a,Affluent Customer,No,No,9,770 Crest Line Parkway,4218,Queensland,Australia,3,329,1,24,Teenager
329,Ahmed,Pickthorne,Male,46,12/25/1959,MarketingNullManager,n/a,High Net Worth,No,Yes,15,50 American Street,2147,New South Wales,Australia,9,329,1,64,Senior
330,Nil,Shirer,Male,64,9/27/1997,Librarian,Entertainment,Mass Customer,No,Yes,7,4793 Mcbride Pass,3013,Victoria,Australia,8,329,1,26,Teenager
331,Erhard,O'Moylane,Male,33,5/27/1978,MediaNullManagerNullI,Retail,Affluent Customer,No,Yes,9,01124 Dottie Lane,3630,Victoria,Australia,2,334,0.99875,45,Adult
332,Vitia,Axtens,Female,62,8/8/1945,FinancialNullAdvisor,Financial Services,Mass Customer,No,Yes,15,42681 Carey Alley,2011,New South Wales,Australia,10,334,0.99875,78,Senior
333,Haskell,Moxted,Male,81,8/27/1943,CivilNullEngineer,Manufacturing,Mass Customer,No,No,7,2941 Talisman Alley,2145,New South Wales,Australia,9,334,0.99875,80,Senior
334,Ebony,Conrad,Female,8,10/24/1999,EnvironmentalNullTech,Financial Services,Mass Customer,No,Yes,16,990 Hoffman Avenue,3029,Victoria,Australia,7,334,0.99875,24,Teenager
335,Lincoln,Boler,Male,53,1/24/1976,ChiefNullDesignNullEngineer,n/a,Affluent Customer,No,No,14,5 Summer Ridge Court,3207,Victoria,Australia,8,338,0.99609,47,Adult
336,Vladimir,Westmerland,Male,18,6/19/1956,,Manufacturing,Mass Customer,No,Yes,18,102 Charing Cross Terrace,2640,New South Wales,Australia,4,338,0.99609,67,Senior
337,Kylynn,Drowsfield,Female,80,3/28/1975,Editor,n/a,High Net Worth,No,Yes,7,5 Trailsway Avenue,3059,Victoria,Australia,9,338,0.99609,48,Adult
338,Nicole,Ruckhard,Female,93,10/9/1969,HumanNullResourcesNullManager,Health,Affluent Customer,No,Yes,17,23694 Leroy Place,4560,Queensland,Australia,3,341,0.99,54,Senior
339,Celestina,Lethardy,Female,38,12/11/1968,SoftwareNullConsultant,IT,Mass Customer,No,Yes,11,53 Memorial Street,3163,Victoria,Australia,10,341,0.99,55,Senior
340,Tannie,Petrakov,Male,84,11/27/1951,DataNullCoordiator,IT,Affluent Customer,No,No,10,691 Valley Edge Alley,4078,Queensland,Australia,6,341,0.99,72,Senior
341,Bessy,Saladin,Female,22,12/22/1939,VPNullMarketing,Manufacturing,Mass Customer,No,Yes,16,60073 Pankratz Pass,4075,Queensland,Australia,10,341,0.99,84,Senior
342,Diego,Van den Broek,Male,17,9/28/1964,BusinessNullSystemsNullDevelopmentNullAnalyst,Manufacturing,Affluent Customer,No,Yes,13,8 Schlimgen Drive,4055,Queensland,Australia,7,345,0.98812,59,Senior
343,Lucilia,Minshall,Female,71,4/15/1952,,IT,Mass Customer,No,Yes,7,0237 Mallard Place,2750,New South Wales,Australia,8,345,0.98812,71,Senior
344,Cissiee,Pollington,Female,43,7/21/1941,AssociateNullProfessor,Property,Mass Customer,No,Yes,7,69710 Northfield Center,2256,New South Wales,Australia,9,345,0.98812,82,Senior
345,Eddy,Sturch,Male,22,2/11/1961,SoftwareNullConsultant,Financial Services,High Net Worth,No,Yes,17,1 Kinsman Crossing,4158,Queensland,Australia,6,345,0.98812,62,Senior
346,Caron,Kezar,Female,11,8/8/1953,SocialNullWorker,Health,Mass Customer,No,No,5,40553 Rigney Avenue,2835,New South Wales,Australia,1,349,0.9875,70,Senior
347,Sandor,Stirland,Male,67,5/26/1981,WebNullDeveloperNullIV,Manufacturing,High Net Worth,No,No,12,48578 Farmco Park,3235,Victoria,Australia,10,349,0.9875,42,Adult
348,Gallagher,Bromell,Male,18,12/2/1956,AssistantNullManager,n/a,Mass Customer,No,No,17,91634 Badeau Crossing,4556,Queensland,Australia,8,349,0.9875,67,Senior
349,Murial,Bulloch,Female,59,10/1/1964,,Financial Services,Mass Customer,No,No,13,391 Old Shore Lane,2011,New South Wales,Australia,6,349,0.9875,59,Senior
350,Delinda,Ech,Female,74,10/21/1944,EnvironmentalNullSpecialist,Argiculture,Mass Customer,No,Yes,17,28 Golf View Terrace,3101,Victoria,Australia,10,349,0.9875,79,Senior
351,Hussein,Tapenden,Male,19,10/19/1953,Pharmacist,Health,Affluent Customer,No,Yes,12,0197 Sachs Avenue,2747,New South Wales,Australia,8,349,0.9875,70,Senior
352,Giulietta,Garbott,Female,59,2/27/2002,TechnicalNullWriter,n/a,Affluent Customer,No,Yes,14,48297 Stuart Circle,3810,Victoria,Australia,5,355,0.98438,21,Teenager
353,Kaylyn,Jakaway,Female,45,7/30/1980,RegisteredNullNurse,Health,Affluent Customer,No,No,10,67 Heath Circle,2290,New South Wales,Australia,8,356,0.98281,43,Adult
354,Brynn,Goodyear,Female,30,11/10/1944,HumanNullResourcesNullManager,Health,Mass Customer,No,Yes,11,3 Sheridan Lane,3075,Victoria,Australia,7,356,0.98281,79,Senior
355,Otis,,Male,59,1/11/1971,ElectricalNullEngineer,Manufacturing,Affluent Customer,No,No,12,04 Oakridge Plaza,2075,New South Wales,Australia,11,358,0.98,52,Senior
356,Pace,Clemonts,Male,99,7/28/1990,MediaNullManagerNullIV,Retail,High Net Worth,No,No,10,335 Cambridge Hill,3122,Victoria,Australia,7,358,0.98,33,Adult
357,Muffin,Grigolon,Male,7,10/31/1979,SeniorNullEditor,Telecommunications,Mass Customer,No,No,12,4597 Marcy Point,2232,New South Wales,Australia,10,361,0.9775,44,Adult
358,Allsun,Biner,Female,67,12/26/1997,NurseNullPracticioner,Financial Services,Mass Customer,No,Yes,10,9 Walton Way,2641,New South Wales,Australia,2,361,0.9775,26,Teenager
359,Kenneth,Elleyne,Male,13,9/3/1957,TechnicalNullWriter,Financial Services,Mass Customer,No,No,13,27429 Dottie Plaza,3145,Victoria,Australia,11,361,0.9775,66,Senior
360,Clotilda,Southers,Female,62,11/8/1999,ComputerNullSystemsNullAnalystNullII,Financial Services,Mass Customer,No,Yes,15,42 Donald Hill,2323,New South Wales,Australia,4,361,0.9775,24,Teenager
361,Augustus,Bourley,Male,60,8/17/1981,,Health,Affluent Customer,No,No,18,3 Hoepker Parkway,4152,Queensland,Australia,10,366,0.975,42,Adult
362,Daisi,Tinwell,Female,84,12/24/1971,BusinessNullSystemsNullDevelopmentNullAnalyst,Financial Services,Mass Customer,No,No,11,19561 Express Street,2777,New South Wales,Australia,8,366,0.975,52,Senior
363,Gerik,Woodroof,Male,18,6/13/1959,Paralegal,Financial Services,High Net Worth,No,Yes,9,41 Kropf Road,3175,Victoria,Australia,7,366,0.975,64,Senior
364,Claresta,MacConnulty,Female,6,10/1/1957,RecruitingNullManager,n/a,Mass Customer,No,Yes,20,0516 Fremont Point,2026,New South Wales,Australia,9,366,0.975,66,Senior
365,Arty,Fontelles,Male,50,10/21/1994,HelpNullDeskNullTechnician,IT,High Net Worth,No,No,4,7872 South Junction,3197,Victoria,Australia,4,370,0.97,29,Teenager
366,Giulia,Hazart,Female,57,8/2/1978,HelpNullDeskNullTechnician,n/a,Mass Customer,No,No,11,81 Donald Parkway,4218,Queensland,Australia,11,371,0.96875,45,Adult
367,Whit,Emloch,Male,30,8/20/1963,FoodNullChemist,Health,Mass Customer,No,Yes,6,105 Carpenter Court,2220,New South Wales,Australia,9,372,0.96688,60,Senior
368,Rowan,Summerly,Male,4,7/5/1974,Librarian,Entertainment,Mass Customer,No,No,9,58231 Tomscot Plaza,2209,New South Wales,Australia,10,372,0.96688,49,Adult
369,Ian,Rabat,Male,54,8/4/1975,WebNullDesignerNullI,Financial Services,Affluent Customer,No,No,11,3 Loeprich Point,3204,Victoria,Australia,11,372,0.96688,48,Adult
370,Reginald,Jermy,Male,7,9/12/1960,DirectorNullofNullSales,n/a,High Net Worth,No,Yes,20,540 Katie Street,4128,Queensland,Australia,8,375,0.96,63,Senior
371,Link,Gorini,Male,60,11/9/1974,,IT,High Net Worth,No,No,10,9495 Jenna Way,4600,Queensland,Australia,2,375,0.96,49,Adult
372,Harriet,Brattan,Female,81,12/3/1986,HumanNullResourcesNullAssistantNullI,Financial Services,High Net Worth,No,No,2,66 Ruskin Parkway,3579,Victoria,Australia,1,378,0.95625,37,Adult
373,Sada,Branton,Female,34,6/24/1974,NuclearNullPowerNullEngineer,Manufacturing,Affluent Customer,No,No,14,9736 Mitchell Pass,3199,Victoria,Australia,6,378,0.95625,49,Adult
374,Jenelle,Mc-Kerley,Female,40,1/23/1942,DataNullCoordiator,Financial Services,Mass Customer,No,Yes,16,9 Springview Terrace,4068,Queensland,Australia,5,378,0.95625,81,Senior
375,Gabrila,Toopin,Female,7,1/14/1963,JuniorNullExecutive,Manufacturing,Mass Customer,No,No,12,1914 Oakridge Place,2456,New South Wales,Australia,6,378,0.95625,60,Senior
376,Almira,Mangion,Female,4,1/24/1996,VPNullProductNullManagement,Financial Services,Affluent Customer,No,Yes,2,179 Anzinger Center,2230,New South Wales,Australia,12,382,0.95,27,Teenager
377,Arty,Strudwick,Male,85,1/31/1964,DataNullCoordiator,Health,Mass Customer,No,Yes,8,62 Melrose Court,2211,New South Wales,Australia,10,382,0.95,59,Senior
378,Alexa,Dillet,Female,65,10/5/1944,ProductNullEngineer,Entertainment,Affluent Customer,No,No,17,84650 Novick Point,2261,New South Wales,Australia,7,382,0.95,79,Senior
379,Palmer,Heaven,Male,82,5/18/1995,StaffNullScientist,Financial Services,Affluent Customer,No,Yes,9,5 Hoard Parkway,3754,Victoria,Australia,6,382,0.95,28,Teenager
380,Porter,Buckenhill,Male,46,6/14/1954,HelpNullDeskNullOperator,Manufacturing,High Net Worth,No,Yes,9,376 Talmadge Street,4124,Queensland,Australia,7,386,0.94562,69,Senior
381,Kizzee,Kemston,Female,11,9/29/1961,,Health,Mass Customer,No,No,13,5979 Green Ridge Way,2767,New South Wales,Australia,8,386,0.94562,62,Senior
382,Isadora,Ducker,Female,15,8/25/1973,AccountNullExecutive,n/a,Affluent Customer,No,Yes,8,2972 Holy Cross Crossing,3153,Victoria,Australia,5,386,0.94562,50,Senior
383,Giffie,Offill,Male,51,3/2/1993,StructuralNullEngineer,Telecommunications,Affluent Customer,No,No,5,89 Riverside Court,4740,Queensland,Australia,3,386,0.94562,30,Adult
384,Fara,Sarath,Female,75,6/30/1948,QualityNullControlNullSpecialist,n/a,Mass Customer,No,No,22,540 Forest Run Plaza,2168,New South Wales,Australia,7,386,0.94562,75,Senior
385,Carolann,Raatz,Female,25,2/26/1979,ChiefNullDesignNullEngineer,n/a,High Net Worth,No,No,21,817 Bunker Hill Place,3977,Victoria,Australia,6,386,0.94562,44,Adult
386,Tamar,Windmill,Female,92,8/28/1939,SeniorNullEditor,Manufacturing,Affluent Customer,No,No,10,4669 Troy Place,2207,New South Wales,Australia,10,386,0.94562,84,Senior
387,Kipp,Stockport,Male,36,12/10/1982,DataNullCoordiator,Retail,Mass Customer,No,Yes,6,02 Roth Drive,2022,New South Wales,Australia,11,386,0.94562,41,Adult
388,Packston,Wackett,Male,10,4/26/1950,QualityNullEngineer,Financial Services,Mass Customer,No,No,19,7 Northridge Court,3192,Victoria,Australia,9,386,0.94562,73,Senior
389,Hanson,Eastes,Male,74,5/20/1990,,Manufacturing,Mass Customer,No,Yes,5,5735 Starling Plaza,3056,Victoria,Australia,9,395,0.94,33,Adult
390,Demetria,Bausor,Female,73,12/22/1961,AssistantNullMediaNullPlanner,Entertainment,Mass Customer,No,Yes,9,97 Transport Plaza,2097,New South Wales,Australia,12,396,0.9375,62,Senior
391,Lura,Fawdrie,Female,66,1/17/2002,VPNullSales,Health,Mass Customer,No,Yes,4,67183 Anniversary Parkway,4211,Queensland,Australia,3,396,0.9375,21,Teenager
392,Nora,Anselm,Female,84,1/5/1961,,Entertainment,High Net Worth,No,Yes,15,2 Emmet Parkway,4342,Queensland,Australia,5,396,0.9375,62,Senior
393,Estevan,Eastment,Male,54,8/9/1942,EnvironmentalNullSpecialist,Health,Mass Customer,No,Yes,21,61926 Tomscot Hill,2019,New South Wales,Australia,8,396,0.9375,81,Senior
394,Aloysius,Glowacz,Male,72,3/24/1979,FinancialNullAdvisor,Financial Services,Affluent Customer,No,No,18,07 Susan Lane,2232,New South Wales,Australia,10,396,0.9375,44,Adult
395,Bastien,Ibbeson,Male,53,11/4/1976,SoftwareNullConsultant,IT,Mass Customer,No,No,12,43094 Kedzie Pass,2487,New South Wales,Australia,5,401,0.935,47,Adult
396,Otha,Langworthy,Female,91,1/20/1967,SeniorNullFinancialNullAnalyst,Financial Services,Mass Customer,No,Yes,13,678 Lyons Trail,3130,Victoria,Australia,10,401,0.935,56,Senior
397,Gannie,Bargh,Male,56,2/13/1955,AnalystNullProgrammer,n/a,Mass Customer,No,Yes,13,1832 Burning Wood Place,3201,Victoria,Australia,7,401,0.935,68,Senior
398,Dwayne,Doel,Male,80,1/21/1978,CostNullAccountant,Financial Services,Affluent Customer,No,Yes,17,5642 Debs Terrace,2223,New South Wales,Australia,11,401,0.935,45,Adult
399,Leese,Huckleby,Female,67,9/10/1977,HelpNullDeskNullOperator,Manufacturing,High Net Worth,No,Yes,16,73 Riverside Trail,3777,Victoria,Australia,7,405,0.93,46,Adult
400,Dodi,Kiggel,Female,5,8/15/1980,,Financial Services,Mass Customer,No,Yes,13,05 Everett Trail,2114,New South Wales,Australia,11,405,0.93,43,Adult
401,Kippar,Brimilcome,Male,21,11/29/1938,GraphicNullDesigner,Health,Mass Customer,No,No,19,082 Welch Lane,2089,New South Wales,Australia,11,405,0.93,85,Senior
402,Corinna,Beretta,Female,24,2/29/1996,ProgrammerNullIII,Health,High Net Worth,No,No,12,72 Mccormick Circle,3023,Victoria,Australia,7,408,0.92969,27,Teenager
403,Laurie,Odlin,Female,75,3/8/1983,SocialNullWorker,Health,High Net Worth,No,No,10,15669 Arizona Trail,3194,Victoria,Australia,10,409,0.925,40,Adult
404,Mair,Erett,Female,15,12/5/1957,SpeechNullPathologist,n/a,Affluent Customer,No,No,18,79 Armistice Parkway,2117,New South Wales,Australia,7,409,0.925,66,Senior
405,Marcelia,Copins,Female,81,3/15/1946,,n/a,Mass Customer,No,Yes,21,330 Melby Terrace,2259,New South Wales,Australia,8,409,0.925,77,Senior
406,Tanner,Terlinden,Male,84,12/9/1995,NuclearNullPowerNullEngineer,Manufacturing,Mass Customer,No,No,14,2637 Monument Trail,3106,Victoria,Australia,11,409,0.925,28,Teenager
407,Hilliard,Dullard,Male,65,7/18/1954,CivilNullEngineer,Manufacturing,Mass Customer,No,No,17,37919 Old Gate Park,2163,New South Wales,Australia,8,409,0.925,69,Senior
408,Justinn,Haruard,Female,48,8/28/1958,HealthNullCoachNullIV,Health,High Net Worth,No,No,11,00 Judy Terrace,2035,New South Wales,Australia,12,414,0.92438,65,Senior
409,Wyn,Meach,Male,37,9/10/1938,,Manufacturing,Mass Customer,No,No,9,79 Armistice Junction,2765,New South Wales,Australia,9,415,0.92188,85,Senior
410,Art,Shardlow,Male,57,10/15/1963,DataNullCoordiator,Argiculture,Mass Customer,No,Yes,15,7 Clemons Circle,4350,Queensland,Australia,2,415,0.92188,60,Senior
411,Dennis,Varnham,Male,57,5/17/1953,AssistantNullMediaNullPlanner,Entertainment,Affluent Customer,No,No,17,6455 Mayfield Street,3350,Victoria,Australia,3,415,0.92188,70,Senior
412,Freddi,Litherborough,Female,46,1/14/1989,ProductNullEngineer,Financial Services,Mass Customer,No,No,7,7873 Meadow Vale Plaza,2460,New South Wales,Australia,3,418,0.918,34,Adult
413,Salomon,Perkins,Male,76,1/12/1998,EngineerNullIV,Financial Services,Affluent Customer,No,Yes,1,45 Banding Hill,2009,New South Wales,Australia,10,419,0.91641,25,Teenager
414,Sherill,,Female,33,12/18/1991,InformationNullSystemsNullManager,Financial Services,Mass Customer,No,No,3,53 Moulton Avenue,2880,New South Wales,Australia,1,420,0.91375,32,Adult
415,Queenie,Learie,Female,90,1/24/1948,,Property,Mass Customer,No,No,12,7 Sauthoff Park,2073,New South Wales,Australia,11,420,0.91375,75,Senior
416,Etan,Prinett,Male,97,1/21/1970,Operator,Argiculture,Mass Customer,No,Yes,10,9082 Waywood Avenue,2250,New South Wales,Australia,8,420,0.91375,53,Senior
417,Donaugh,Benedict,Male,3,12/1/1991,SystemsNullAdministratorNullIII,Property,Mass Customer,No,No,12,30049 Brown Road,2233,New South Wales,Australia,9,420,0.91375,32,Adult
418,Harwell,Kleinstein,Male,87,10/18/1993,SalesNullRepresentative,Retail,Affluent Customer,No,No,15,7 Huxley Trail,3818,Victoria,Australia,5,420,0.91375,30,Adult
419,Cheston,Hritzko,Male,70,11/8/1945,SoftwareNullEngineerNullIII,Manufacturing,Mass Customer,No,Yes,19,3 Service Center,2127,New South Wales,Australia,9,420,0.91375,78,Senior
420,Suzy,Trounson,Female,13,7/19/1947,SeniorNullFinancialNullAnalyst,Financial Services,Mass Customer,No,Yes,20,0627 Golf Center,4152,Queensland,Australia,9,420,0.91375,76,Senior
421,Jobie,Runacres,Female,96,1/8/1975,DeveloperNullIV,n/a,Mass Customer,No,Yes,18,24960 Shopko Crossing,2528,New South Wales,Australia,7,427,0.9125,48,Adult
422,Guenna,Filisov,Female,52,2/9/1969,ChemicalNullEngineer,Manufacturing,High Net Worth,No,No,13,43 Stoughton Drive,2154,New South Wales,Australia,9,427,0.9125,54,Senior
423,Opal,Cleare,Female,6,9/26/1977,DatabaseNullAdministratorNullII,Property,Affluent Customer,No,Yes,20,247 Blue Bill Park Parkway,2066,New South Wales,Australia,9,429,0.91,46,Adult
424,Ottilie,Wanless,Female,51,11/10/1940,EnvironmentalNullSpecialist,n/a,Affluent Customer,No,No,8,2 David Pass,2720,New South Wales,Australia,4,430,0.9095,83,Senior
425,Kipper,Circuit,Male,23,12/12/1974,ResearchNullAssistantNullIV,Argiculture,Mass Customer,No,Yes,4,3867 Barby Hill,2140,New South Wales,Australia,8,430,0.9095,49,Adult
426,Marilin,Frome,Female,58,12/22/1975,AccountNullExecutive,IT,Mass Customer,No,Yes,17,52 Bobwhite Court,2219,New South Wales,Australia,9,430,0.9095,48,Adult
427,Arel,Abramovitz,Male,72,11/12/1957,NurseNullPracticioner,Health,Mass Customer,No,No,16,32249 Sycamore Way,4650,Queensland,Australia,4,433,0.90625,66,Senior
428,Kit,Easdon,Male,61,10/26/1978,DirectorNullofNullSales,Property,Affluent Customer,No,No,12,3 Roth Junction,3156,Victoria,Australia,8,433,0.90625,45,Adult
429,Skipp,Swales,Male,15,11/14/1973,CommunityNullOutreachNullSpecialist,Entertainment,High Net Worth,No,Yes,22,76 Green Ridge Drive,3029,Victoria,Australia,7,436,0.90312,50,Senior
430,Frederich,Glantz,Male,37,8/27/1997,NuclearNullPowerNullEngineer,Manufacturing,High Net Worth,No,Yes,10,9 Glacier Hill Circle,2762,New South Wales,Australia,8,436,0.90312,26,Teenager
431,Rodolph,Denniss,Male,28,8/7/1974,GeologistNullIII,Property,Affluent Customer,No,Yes,7,91281 Transport Center,3356,Victoria,Australia,2,436,0.90312,49,Adult
432,Craggie,Dering,Male,47,10/5/1952,Actuary,Financial Services,Mass Customer,No,No,7,11 Paget Road,2125,New South Wales,Australia,10,436,0.90312,71,Senior
433,Giralda,MacPeake,Female,59,4/4/1941,Librarian,Entertainment,High Net Worth,No,Yes,14,6 Killdeer Way,2705,New South Wales,Australia,1,441,0.901,82,Senior
434,Rodney,Trethewey,Male,16,3/17/1997,SoftwareNullConsultant,Financial Services,Affluent Customer,No,No,15,737 Service Lane,3030,Victoria,Australia,8,441,0.901,26,Teenager
435,Theresina,,Female,30,3/1/1987,GeneralNullManager,Argiculture,Mass Customer,No,Yes,14,253 Katie Junction,2650,New South Wales,Australia,2,441,0.901,36,Adult
436,Gleda,Howerd,Female,59,1/22/1964,SeniorNullDeveloper,IT,Mass Customer,No,No,6,481 Moulton Place,2440,New South Wales,Australia,2,444,0.9,59,Senior
437,Melany,Ladewig,Female,76,5/17/1972,ResearchNullAssociate,Financial Services,Mass Customer,No,Yes,10,3864 Sheridan Alley,4130,Queensland,Australia,7,444,0.9,51,Senior
438,Claudell,Rounsefell,Male,67,11/27/1993,VPNullSales,Financial Services,Affluent Customer,No,No,8,61416 Karstens Place,4217,Queensland,Australia,5,444,0.9,30,Adult
439,Garwin,Nurden,Male,54,4/19/1958,ProgrammerNullI,Property,High Net Worth,No,Yes,5,0 Union Parkway,3142,Victoria,Australia,11,444,0.9,65,Senior
440,Bunny,Leebetter,Female,83,4/30/1966,QualityNullEngineer,Manufacturing,High Net Worth,No,Yes,8,4 Lukken Lane,4301,Queensland,Australia,4,444,0.9,57,Senior
441,Matias,Melloi,Male,61,2/3/1977,LegalNullAssistant,Retail,Affluent Customer,No,No,11,1507 Schlimgen Trail,2155,New South Wales,Australia,10,444,0.9,46,Adult
442,Sada,Dowyer,Female,47,11/22/1998,HumanNullResourcesNullManager,n/a,High Net Worth,No,Yes,3,4 Meadow Ridge Place,2090,New South Wales,Australia,10,450,0.9,25,Teenager
443,Anet,Roseman,Female,84,11/24/1996,ProgrammerNullAnalystNullIII,Financial Services,Mass Customer,No,No,9,31 Melody Circle,3814,Victoria,Australia,4,450,0.9,27,Teenager
444,Katie,Warhurst,Female,0,12/2/1991,HelpNullDeskNullOperator,Retail,High Net Worth,No,Yes,14,96 Rutledge Drive,3064,Victoria,Australia,5,450,0.9,32,Adult
445,Celia,Bryden,Female,12,4/6/1943,ChemicalNullEngineer,Manufacturing,High Net Worth,No,No,21,2905 Towne Place,2114,New South Wales,Australia,9,450,0.9,80,Senior
446,Stearne,Trolley,Male,42,2/1/1982,AutomationNullSpecialistNullIV,Financial Services,High Net Worth,No,No,14,638 Caliangt Avenue,2137,New South Wales,Australia,11,450,0.9,41,Adult
447,Tristam,Larose,Male,70,1/29/1985,VPNullAccounting,Financial Services,Mass Customer,No,No,17,9645 Moose Terrace,2137,New South Wales,Australia,11,455,0.8925,38,Adult
448,Laurena,,Female,21,7/31/1961,VPNullSales,n/a,High Net Worth,No,No,10,7 Messerschmidt Crossing,3810,Victoria,Australia,6,455,0.8925,62,Senior
449,Heloise,Fairpool,Female,17,9/7/1976,InformationNullSystemsNullManager,Manufacturing,High Net Worth,No,No,17,005 Loeprich Way,4680,Queensland,Australia,3,455,0.8925,47,Adult
450,Dory,Malpass,Female,19,8/27/1972,,n/a,Affluent Customer,No,Yes,13,3653 Steensland Road,4103,Queensland,Australia,8,455,0.8925,51,Senior
451,Marcellina,Baynton,Female,60,3/11/1947,SoftwareNullEngineerNullIII,Financial Services,Mass Customer,No,No,16,56 Comanche Terrace,3141,Victoria,Australia,10,455,0.8925,76,Senior
